ticker,date,close
BND,20250730,71.77
BND,20250729,71.95
BND,20250728,71.58
BND,20250725,71.70
BND,20250724,71.52
BND,20250723,71.61
BND,20250722,71.76
BND,20250721,71.64
BND,20250718,71.43
BND,20250717,71.32
BND,20250716,71.30
BND,20250715,71.16
BND,20250714,71.37
BND,20250711,71.38
BND,20250710,71.68
BND,20250709,71.67
BND,20250708,71.38
BND,20250707,71.42
BND,20250703,71.66
BND,20250702,71.84
BND,20250701,71.91
BND,20250630,71.97
BND,20250627,71.68
BND,20250626,71.85
BND,20250625,71.64
BND,20250624,71.63
BND,20250623,71.41
BND,20250620,71.23
BND,20250618,71.19
BND,20250617,71.15
BND,20250616,70.92
BND,20250613,71.06
BND,20250612,71.31
BND,20250611,71.05
BND,20250610,70.82
BND,20250609,70.69
BND,20250606,70.57
BND,20250605,70.96
BND,20250604,71.10
BND,20250603,70.66
BND,20250602,70.74
BND,20250530,70.89
BND,20250529,70.76
BND,20250528,70.50
BND,20250527,70.66
BND,20250523,70.33
BND,20250522,70.22
BND,20250521,70.02
BND,20250520,70.46
BND,20250519,70.59
BND,20250516,70.61
BND,20250515,70.56
BND,20250514,70.18
BND,20250513,70.42
BND,20250512,70.45
BND,20250509,70.70
BND,20250508,70.64
BND,20250507,71.02
BND,20250506,70.88
BND,20250505,70.73
BND,20250502,70.82
BND,20250501,71.17
BND,20250430,71.37
BND,20250429,71.42
BND,20250428,71.24
BND,20250425,71.06
BND,20250424,70.83
BND,20250423,70.43
BND,20250422,70.29
BND,20250421,70.16
BND,20250417,70.55
BND,20250416,70.70
BND,20250415,70.51
BND,20250414,70.33
BND,20250411,69.94
BND,20250410,70.01
BND,20250409,70.58
BND,20250408,70.41
BND,20250407,70.82
BND,20250404,71.68
BND,20250403,71.63
BND,20250402,71.26
BND,20250401,71.31
BND,20250331,71.09
BND,20250328,70.97
BND,20250327,70.56
BND,20250326,70.59
BND,20250325,70.74
BND,20250324,70.66
BND,20250321,70.97
BND,20250320,71.02
BND,20250319,70.99
BND,20250318,70.78
BND,20250317,70.70
BND,20250314,70.61
BND,20250313,70.78
BND,20250312,70.57
BND,20250311,70.71
BND,20250310,70.98
BND,20250307,70.66
BND,20250306,70.73
BND,20250305,70.79
BND,20250304,71.04
BND,20250303,71.25
BND,20250228,71.08
BND,20250227,70.78
BND,20250226,70.87
BND,20250225,70.76
BND,20250224,70.32
BND,20250221,70.22
BND,20250220,69.91
BND,20250219,69.83
BND,20250218,69.73
BND,20250214,69.99
BND,20250213,69.77
BND,20250212,69.35
BND,20250211,69.71
BND,20250210,69.83
BND,20250207,69.81
BND,20250206,70.02
BND,20250205,70.10
BND,20250204,69.74
BND,20250203,69.64
BND,20250131,69.58
BND,20250130,69.68
BND,20250129,69.58
BND,20250128,69.62
BND,20250127,69.66
BND,20250124,69.29
BND,20250123,69.16
BND,20250122,69.26
BND,20250121,69.41
BND,20250117,69.21
BND,20250116,69.19
BND,20250115,69.05
BND,20250114,68.50
BND,20250113,68.46
BND,20250110,68.52
BND,20250108,68.88
BND,20250107,68.80
BND,20250106,69.04
BND,20250103,69.11
BND,20250102,69.20
BND,20241231,69.17
BND,20241230,69.28
BND,20241227,69.01
BND,20241226,69.16
BND,20241224,69.11
BND,20241223,69.01
BND,20241220,69.23
BND,20241219,69.02
BND,20241218,69.21
BND,20241217,69.76
BND,20241216,69.75
BND,20241213,69.67
BND,20241212,69.95
BND,20241211,70.23
BND,20241210,70.38
BND,20241209,70.46
BND,20241206,70.67
BND,20241205,70.48
BND,20241204,70.47
BND,20241203,70.23
BND,20241202,70.39
BND,20241129,70.35
DBC,20260211,24.14
DBC,20260210,24.14
DBC,20260209,24.25
DBC,20260206,24.01
DBC,20260205,23.76
DBC,20260204,24.19
DBC,20260203,24.15
DBC,20260202,23.54
DBC,20260130,24.43
DBC,20260129,25.30
DBC,20260128,24.94
DBC,20260127,24.62
DBC,20260126,24.29
DBC,20260123,24.18
DBC,20260122,23.74
DBC,20260121,23.75
DBC,20260120,23.48
DBC,20260116,23.16
DBC,20260115,23.20
DBC,20260114,23.39
DBC,20260113,23.37
DBC,20260112,23.19
DBC,20260109,22.90
DBC,20260108,22.88
DBC,20260107,22.59
DBC,20260106,22.80
DBC,20260105,22.81
DBC,20260102,22.39
DBC,20251231,22.36
DBC,20251230,22.64
DBC,20251229,22.49
DBC,20251226,22.70
DBC,20251224,22.63
DBC,20251223,22.64
DBC,20251222,22.39
DBC,20251219,22.11
DBC,20251218,21.95
DBC,20251217,22.11
DBC,20251216,21.84
DBC,20251215,22.07
DBC,20251212,22.17
DBC,20251211,22.36
DBC,20251210,22.38
DBC,20251209,22.24
DBC,20251208,22.29
DBC,20251205,22.57
DBC,20251204,22.43
DBC,20251203,22.38
DBC,20251202,22.27
DBC,20251201,22.37
DBC,20251128,22.31
DBC,20251126,22.02
DBC,20251125,21.79
DBC,20251124,21.90
DBC,20251121,21.80
DBC,20251120,21.94
DBC,20251119,22.15
DBC,20251118,22.38
DBC,20251117,22.19
DBC,20251114,22.22
DBC,20251113,22.17
DBC,20251112,22.29
DBC,20251111,22.54
DBC,20251110,22.40
DBC,20251107,22.15
DBC,20251106,22.11
DBC,20251105,22.08
DBC,20251104,22.14
DBC,20251103,22.30
DBC,20251031,22.13
DBC,20251030,21.98
DBC,20251029,21.97
DBC,20251028,21.85
DBC,20251027,22.06
DBC,20251024,22.11
DBC,20251023,22.10
DBC,20251022,21.73
DBC,20251021,21.39
DBC,20251020,21.61
DBC,20251017,21.40
DBC,20251016,21.42
DBC,20251015,21.46
DBC,20251014,21.38
DBC,20251013,21.62
DBC,20251010,21.35
DBC,20251009,21.82
DBC,20251008,22.02
DBC,20251007,21.99
DBC,20251006,21.90
DBC,20251003,21.68
DBC,20251002,21.61
DBC,20251001,21.76
DBC,20250930,21.80
DBC,20250929,21.88
DBC,20250926,22.07
DBC,20250925,22.06
DBC,20250924,21.90
DBC,20250923,21.76
DBC,20250922,21.54
DBC,20250919,21.54
DBC,20250918,21.71
DBC,20250917,21.81
DBC,20250916,22.04
DBC,20250915,21.82
DBC,20250912,21.62
DBC,20250911,21.50
DBC,20250910,21.66
DBC,20250909,21.52
DBC,20250908,21.46
DBC,20250905,21.31
DBC,20250904,21.49
DBC,20250903,21.64
DBC,20250902,21.83
DBC,20250829,21.49
DBC,20250828,21.46
DBC,20250827,21.32
DBC,20250826,21.30
DBC,20250825,21.47
DBC,20250822,21.36
DBC,20250821,21.27
DBC,20250820,21.15
DBC,20250819,20.92
DBC,20250818,21.08
DBC,20250815,21.06
DBC,20250814,21.13
DBC,20250813,21.04
DBC,20250812,21.07
DBC,20250811,21.16
DBC,20250808,21.13
DBC,20250807,21.13
DBC,20250806,21.06
DBC,20250805,21.11
DBC,20250804,21.29
DBC,20250801,21.37
DBC,20250731,21.72
DBC,20250730,21.90
DBC,20250729,21.95
DBC,20250728,21.67
DBC,20250725,21.45
DBC,20250724,21.67
DBC,20250723,21.65
DBC,20250722,21.71
DBC,20250721,21.75
DBC,20250718,21.80
DBC,20250717,21.76
DBC,20250716,21.58
DBC,20250715,21.55
DBC,20250714,21.59
DBC,20250711,21.78
DBC,20250710,21.50
DBC,20250709,21.56
DBC,20250708,21.60
DBC,20250707,21.54
DBC,20250703,21.55
DBC,20250702,21.56
DBC,20250701,21.22
DBC,20250630,21.10
DBC,20250627,21.09
DBC,20250626,21.20
DBC,20250625,21.12
DBC,20250624,21.15
DBC,20250623,21.67
DBC,20250620,22.50
DBC,20250618,22.39
DBC,20250617,22.33
DBC,20250616,21.86
DBC,20250613,21.91
DBC,20250612,21.25
DBC,20250611,21.25
DBC,20250610,20.92
DBC,20250609,20.96
DBC,20250606,20.94
DBC,20250605,20.78
DBC,20250604,20.68
DBC,20250603,20.76
DBC,20250602,20.63
DBC,20250530,20.20
DBC,20250529,20.35
DBC,20250528,20.46
DBC,20250527,20.53
DBC,20250523,20.71
DBC,20250522,20.60
DBC,20250521,20.70
DBC,20250520,20.73
DBC,20250519,20.47
DBC,20250516,20.50
DBC,20250515,20.58
DBC,20250514,20.78
DBC,20250513,20.89
DBC,20250512,20.57
DBC,20250509,20.43
DBC,20250508,20.28
DBC,20250507,20.02
DBC,20250506,20.27
DBC,20250505,19.97
DBC,20250502,20.08
DBC,20250501,20.00
DBC,20250430,19.90
DBC,20250429,20.28
DBC,20250428,20.54
DBC,20250425,20.65
DBC,20250424,20.63
DBC,20250423,20.44
DBC,20250422,20.60
DBC,20250421,20.50
DBC,20250417,20.67
DBC,20250416,20.46
DBC,20250415,20.21
DBC,20250414,20.26
DBC,20250411,20.25
DBC,20250410,19.96
DBC,20250409,20.21
DBC,20250408,19.50
DBC,20250407,19.95
DBC,20250404,20.27
DBC,20250403,21.03
DBC,20250402,21.91
DBC,20250401,21.78
DBC,20250331,21.77
DBC,20250328,21.47
DBC,20250327,21.54
DBC,20250326,21.48
DBC,20250325,21.51
DBC,20250324,21.48
DBC,20250321,21.40
DBC,20250320,21.53
DBC,20250319,21.49
DBC,20250318,21.35
DBC,20250317,21.40
DBC,20250314,21.25
DBC,20250313,21.14
DBC,20250312,21.22
DBC,20250311,21.22
DBC,20250310,21.10
DBC,20250307,21.24
DBC,20250306,21.05
DBC,20250305,21.16
DBC,20250304,21.22
DBC,20250303,21.15
DBC,20250228,21.28
DBC,20250227,21.45
DBC,20250226,21.42
DBC,20250225,21.60
DBC,20250224,21.84
DBC,20250221,21.92
DBC,20250220,22.23
DBC,20250219,22.20
DBC,20250218,22.03
DBC,20250214,21.71
DBC,20250213,21.70
DBC,20250212,21.59
DBC,20250211,21.83
DBC,20250210,21.67
DBC,20250207,21.36
DBC,20250206,21.35
DBC,20250205,21.34
DBC,20250204,21.48
DBC,20250203,21.42
DBC,20250131,21.25
DBC,20250130,21.29
DBC,20250129,21.27
DBC,20250128,21.24
DBC,20250127,21.22
DBC,20250124,21.54
DBC,20250123,21.54
DBC,20250122,21.61
DBC,20250121,21.63
DBC,20250117,21.74
DBC,20250116,21.83
DBC,20250115,21.93
DBC,20250114,21.58
DBC,20250113,21.59
DBC,20250110,21.44
DBC,20250108,20.88
DBC,20250107,20.92
DBC,20250106,20.82
DBC,20250103,20.78
DBC,20250102,20.89
DBC,20241231,20.68
DBC,20241230,20.58
DBC,20241227,20.39
DBC,20241226,20.30
DBC,20241224,20.35
DBC,20241223,20.24
DBC,20241220,20.22
DBC,20241219,20.09
DBC,20241218,20.09
DBC,20241217,20.28
DBC,20241216,20.42
DBC,20241213,20.53
DBC,20241212,20.54
DBC,20241211,20.62
DBC,20241210,20.36
DBC,20241209,20.32
DBC,20241206,20.12
DBC,20241205,20.28
DBC,20241204,20.31
DBC,20241203,20.42
DBC,20241202,20.19
DBC,20241129,20.33
EEM,20260211,61.07
EEM,20260210,60.60
EEM,20260209,60.51
EEM,20260206,60.07
EEM,20260205,58.53
EEM,20260204,58.80
EEM,20260203,59.60
EEM,20260202,59.28
EEM,20260130,59.10
EEM,20260129,60.44
EEM,20260128,60.75
EEM,20260127,60.34
EEM,20260126,59.17
EEM,20260123,59.07
EEM,20260122,58.70
EEM,20260121,58.26
EEM,20260120,57.31
EEM,20260116,57.87
EEM,20260115,58.09
EEM,20260114,57.75
EEM,20260113,57.51
EEM,20260112,57.94
EEM,20260109,57.14
EEM,20260108,56.87
EEM,20260107,56.85
EEM,20260106,57.28
EEM,20260105,56.86
EEM,20260102,56.24
EEM,20251231,54.71
EEM,20251230,54.88
EEM,20251229,54.66
EEM,20251226,54.80
EEM,20251224,54.42
EEM,20251223,54.31
EEM,20251222,54.01
EEM,20251219,53.72
EEM,20251218,53.20
EEM,20251217,52.60
EEM,20251216,52.98
EEM,20251215,53.32
EEM,20251212,53.47
EEM,20251211,54.11
EEM,20251210,54.36
EEM,20251209,53.76
EEM,20251208,53.85
EEM,20251205,53.97
EEM,20251204,53.56
EEM,20251203,53.57
EEM,20251202,53.53
EEM,20251201,53.51
EEM,20251128,53.55
EEM,20251126,53.47
EEM,20251125,53.09
EEM,20251124,52.90
EEM,20251121,52.35
EEM,20251120,52.36
EEM,20251119,53.09
EEM,20251118,53.28
EEM,20251117,53.54
EEM,20251114,54.18
EEM,20251113,54.15
EEM,20251112,54.80
EEM,20251111,54.79
EEM,20251110,54.73
EEM,20251107,53.78
EEM,20251106,53.94
EEM,20251105,54.34
EEM,20251104,53.86
EEM,20251103,54.86
EEM,20251031,54.52
EEM,20251030,54.65
EEM,20251029,55.22
EEM,20251028,54.90
EEM,20251027,54.92
EEM,20251024,54.32
EEM,20251023,53.97
EEM,20251022,53.49
EEM,20251021,53.54
EEM,20251020,54.14
EEM,20251017,53.42
EEM,20251016,53.43
EEM,20251015,53.08
EEM,20251014,52.22
EEM,20251013,52.70
EEM,20251010,51.21
EEM,20251009,53.17
EEM,20251008,53.72
EEM,20251007,53.30
EEM,20251006,53.71
EEM,20251003,53.46
EEM,20251002,53.31
EEM,20251001,53.06
EEM,20250930,52.65
EEM,20250929,52.44
EEM,20250926,51.97
EEM,20250925,52.06
EEM,20250924,52.37
EEM,20250923,52.55
EEM,20250922,52.52
EEM,20250919,52.26
EEM,20250918,52.38
EEM,20250917,52.51
EEM,20250916,52.28
EEM,20250915,51.90
EEM,20250912,51.52
EEM,20250911,51.55
EEM,20250910,50.81
EEM,20250909,50.47
EEM,20250908,50.19
EEM,20250905,49.74
EEM,20250904,49.15
EEM,20250903,49.30
EEM,20250902,49.12
EEM,20250829,49.16
EEM,20250828,49.39
EEM,20250827,49.21
EEM,20250826,49.50
EEM,20250825,49.63
EEM,20250822,49.92
EEM,20250821,48.94
EEM,20250820,49.05
EEM,20250819,49.12
EEM,20250818,49.52
EEM,20250815,49.24
EEM,20250814,49.18
EEM,20250813,49.79
EEM,20250812,49.20
EEM,20250811,48.60
EEM,20250808,48.74
EEM,20250807,48.78
EEM,20250806,48.38
EEM,20250805,48.15
EEM,20250804,48.01
EEM,20250801,47.52
EEM,20250731,47.87
EEM,20250730,48.15
EEM,20250729,48.51
EEM,20250728,48.49
EEM,20250725,48.81
EEM,20250724,48.96
EEM,20250723,49.23
EEM,20250722,48.73
EEM,20250721,48.70
EEM,20250718,48.39
EEM,20250717,48.50
EEM,20250716,48.22
EEM,20250715,47.99
EEM,20250714,47.65
EEM,20250711,47.58
EEM,20250710,47.74
EEM,20250709,47.61
EEM,20250708,47.69
EEM,20250707,47.39
EEM,20250703,48.07
EEM,20250702,47.85
EEM,20250701,47.65
EEM,20250630,47.56
EEM,20250627,47.41
EEM,20250626,47.60
EEM,20250625,47.28
EEM,20250624,47.24
EEM,20250623,46.05
EEM,20250620,45.68
EEM,20250618,45.94
EEM,20250617,45.95
EEM,20250616,46.56
EEM,20250613,46.00
EEM,20250612,46.74
EEM,20250611,46.66
EEM,20250610,46.47
EEM,20250609,46.20
EEM,20250606,45.81
EEM,20250605,45.67
EEM,20250604,45.43
EEM,20250603,44.88
EEM,20250602,44.77
EEM,20250530,44.45
EEM,20250529,44.99
EEM,20250528,44.83
EEM,20250527,45.03
EEM,20250523,45.14
EEM,20250522,44.96
EEM,20250521,45.10
EEM,20250520,45.22
EEM,20250519,45.27
EEM,20250516,45.17
EEM,20250515,45.20
EEM,20250514,45.22
EEM,20250513,44.88
EEM,20250512,44.80
EEM,20250509,43.85
EEM,20250508,43.56
EEM,20250507,43.59
EEM,20250506,44.10
EEM,20250505,44.27
EEM,20250502,43.94
EEM,20250501,42.72
EEM,20250430,42.73
EEM,20250429,42.62
EEM,20250428,42.50
EEM,20250425,42.43
EEM,20250424,42.50
EEM,20250423,42.02
EEM,20250422,41.54
EEM,20250421,40.92
EEM,20250417,40.93
EEM,20250416,40.62
EEM,20250415,41.10
EEM,20250414,41.14
EEM,20250411,40.77
EEM,20250410,39.53
EEM,20250409,40.22
EEM,20250408,37.61
EEM,20250407,38.15
EEM,20250404,39.62
EEM,20250403,41.96
EEM,20250402,42.87
EEM,20250401,42.81
EEM,20250331,42.67
EEM,20250328,42.74
EEM,20250327,43.55
EEM,20250326,43.33
EEM,20250325,43.60
EEM,20250324,43.72
EEM,20250321,43.53
EEM,20250320,43.74
EEM,20250319,44.15
EEM,20250318,44.05
EEM,20250317,44.27
EEM,20250314,43.53
EEM,20250313,42.75
EEM,20250312,42.92
EEM,20250311,42.69
EEM,20250310,42.34
EEM,20250307,43.37
EEM,20250306,43.16
EEM,20250305,43.43
EEM,20250304,42.17
EEM,20250303,41.82
EEM,20250228,42.19
EEM,20250227,42.78
EEM,20250226,43.63
EEM,20250225,43.20
EEM,20250224,43.17
EEM,20250221,43.84
EEM,20250220,43.97
EEM,20250219,43.57
EEM,20250218,43.64
EEM,20250214,43.36
EEM,20250213,43.03
EEM,20250212,42.76
EEM,20250211,42.52
EEM,20250210,42.69
EEM,20250207,42.18
EEM,20250206,42.22
EEM,20250205,42.05
EEM,20250204,42.15
EEM,20250203,41.41
EEM,20250131,41.71
EEM,20250130,42.19
EEM,20250129,41.49
EEM,20250128,41.48
EEM,20250127,41.18
EEM,20250124,41.94
EEM,20250123,41.66
EEM,20250122,41.57
EEM,20250121,41.54
EEM,20250117,41.10
EEM,20250116,40.78
EEM,20250115,40.82
EEM,20250114,40.30
EEM,20250113,39.85
EEM,20250110,40.12
EEM,20250108,40.81
EEM,20250107,41.01
EEM,20250106,41.30
EEM,20250103,41.16
EEM,20250102,40.78
EEM,20241231,40.83
EEM,20241230,40.97
EEM,20241227,41.30
EEM,20241226,41.49
EEM,20241224,41.64
EEM,20241223,41.51
EEM,20241220,41.27
EEM,20241219,41.11
EEM,20241218,40.97
EEM,20241217,41.95
EEM,20241216,42.05
EEM,20241213,42.28
EEM,20241212,42.24
EEM,20241211,42.45
EEM,20241210,42.28
EEM,20241209,42.97
EEM,20241206,42.11
EEM,20241205,42.17
EEM,20241204,41.89
EEM,20241203,41.79
EEM,20241202,41.70
EEM,20241129,41.54
EWJ,20260211,94.00
EWJ,20260210,93.10
EWJ,20260209,91.29
EWJ,20260206,89.40
EWJ,20260205,86.10
EWJ,20260204,87.49
EWJ,20260203,86.68
EWJ,20260202,85.89
EWJ,20260130,85.72
EWJ,20260129,86.09
EWJ,20260128,85.21
EWJ,20260127,85.84
EWJ,20260126,84.63
EWJ,20260123,84.56
EWJ,20260122,84.86
EWJ,20260121,84.78
EWJ,20260120,83.72
EWJ,20260116,85.48
EWJ,20260115,85.42
EWJ,20260114,85.04
EWJ,20260113,84.45
EWJ,20260112,85.29
EWJ,20260109,84.61
EWJ,20260108,82.86
EWJ,20260107,82.92
EWJ,20260106,83.07
EWJ,20260105,83.13
EWJ,20260102,81.33
EWJ,20251231,80.74
EWJ,20251230,80.98
EWJ,20251229,81.09
EWJ,20251226,80.97
EWJ,20251224,81.00
EWJ,20251223,81.14
EWJ,20251222,80.46
EWJ,20251219,80.58
EWJ,20251218,79.97
EWJ,20251217,79.74
EWJ,20251216,80.85
EWJ,20251215,81.81
EWJ,20251212,80.97
EWJ,20251211,81.18
EWJ,20251210,80.88
EWJ,20251209,80.30
EWJ,20251208,80.19
EWJ,20251205,80.68
EWJ,20251204,80.60
EWJ,20251203,79.63
EWJ,20251202,79.50
EWJ,20251201,79.55
EWJ,20251128,80.02
EWJ,20251126,80.26
EWJ,20251125,78.97
EWJ,20251124,78.79
EWJ,20251121,78.26
EWJ,20251120,76.62
EWJ,20251119,77.77
EWJ,20251118,77.87
EWJ,20251117,79.50
EWJ,20251114,80.95
EWJ,20251113,80.02
EWJ,20251112,81.30
EWJ,20251111,80.73
EWJ,20251110,80.66
EWJ,20251107,80.29
EWJ,20251106,79.97
EWJ,20251105,79.81
EWJ,20251104,79.84
EWJ,20251103,80.62
EWJ,20251031,80.44
EWJ,20251030,80.21
EWJ,20251029,80.23
EWJ,20251028,80.90
EWJ,20251027,80.52
EWJ,20251024,79.52
EWJ,20251023,79.25
EWJ,20251022,79.22
EWJ,20251021,79.59
EWJ,20251020,80.53
EWJ,20251017,79.04
EWJ,20251016,78.61
EWJ,20251015,78.36
EWJ,20251014,77.15
EWJ,20251013,76.43
EWJ,20251010,75.53
EWJ,20251009,78.61
EWJ,20251008,78.80
EWJ,20251007,79.00
EWJ,20251006,80.27
EWJ,20251003,78.83
EWJ,20251002,77.26
EWJ,20251001,77.32
EWJ,20250930,77.32
EWJ,20250929,77.61
EWJ,20250926,77.54
EWJ,20250925,77.56
EWJ,20250924,77.93
EWJ,20250923,78.16
EWJ,20250922,78.32
EWJ,20250919,77.88
EWJ,20250918,78.55
EWJ,20250917,78.24
EWJ,20250916,78.42
EWJ,20250915,78.42
EWJ,20250912,77.85
EWJ,20250911,78.39
EWJ,20250910,77.46
EWJ,20250909,77.17
EWJ,20250908,78.04
EWJ,20250905,76.32
EWJ,20250904,75.89
EWJ,20250903,75.12
EWJ,20250902,75.33
EWJ,20250829,75.46
EWJ,20250828,76.43
EWJ,20250827,75.79
EWJ,20250826,76.07
EWJ,20250825,76.20
EWJ,20250822,77.13
EWJ,20250821,75.86
EWJ,20250820,76.77
EWJ,20250819,77.13
EWJ,20250818,77.40
EWJ,20250815,77.26
EWJ,20250814,75.96
EWJ,20250813,76.41
EWJ,20250812,76.37
EWJ,20250811,74.98
EWJ,20250808,75.12
EWJ,20250807,73.86
EWJ,20250806,73.29
EWJ,20250805,72.32
EWJ,20250804,72.57
EWJ,20250801,71.40
EWJ,20250731,70.96
EWJ,20250730,71.31
EWJ,20250729,71.22
EWJ,20250728,71.59
EWJ,20250725,72.95
EWJ,20250724,73.79
EWJ,20250723,73.73
EWJ,20250722,70.35
EWJ,20250721,69.99
EWJ,20250718,69.22
EWJ,20250717,69.78
EWJ,20250716,69.42
EWJ,20250715,69.10
EWJ,20250714,69.80
EWJ,20250711,69.75
EWJ,20250710,70.31
EWJ,20250709,70.66
EWJ,20250708,70.55
EWJ,20250707,70.19
EWJ,20250703,71.91
EWJ,20250702,71.77
EWJ,20250701,71.74
EWJ,20250630,72.27
EWJ,20250627,72.56
EWJ,20250626,71.30
EWJ,20250625,69.83
EWJ,20250624,70.12
EWJ,20250623,69.42
EWJ,20250620,69.17
EWJ,20250618,70.41
EWJ,20250617,69.67
EWJ,20250616,70.51
EWJ,20250613,70.38
EWJ,20250612,70.96
EWJ,20250611,70.44
EWJ,20250610,70.64
EWJ,20250609,70.69
EWJ,20250606,70.59
EWJ,20250605,70.17
EWJ,20250604,70.83
EWJ,20250603,70.88
EWJ,20250602,71.75
EWJ,20250530,70.87
EWJ,20250529,70.79
EWJ,20250528,70.38
EWJ,20250527,71.67
EWJ,20250523,69.83
EWJ,20250522,69.20
EWJ,20250521,69.14
EWJ,20250520,69.79
EWJ,20250519,69.39
EWJ,20250516,69.31
EWJ,20250515,69.13
EWJ,20250514,68.32
EWJ,20250513,69.08
EWJ,20250512,69.61
EWJ,20250509,68.85
EWJ,20250508,68.68
EWJ,20250507,68.83
EWJ,20250506,69.26
EWJ,20250505,69.22
EWJ,20250502,68.74
EWJ,20250501,68.05
EWJ,20250430,68.30
EWJ,20250429,68.86
EWJ,20250428,68.60
EWJ,20250425,67.67
EWJ,20250424,67.20
EWJ,20250423,66.44
EWJ,20250422,66.23
EWJ,20250421,64.94
EWJ,20250417,65.09
EWJ,20250416,63.85
EWJ,20250415,64.49
EWJ,20250414,63.97
EWJ,20250411,62.94
EWJ,20250410,61.41
EWJ,20250409,63.43
EWJ,20250408,58.95
EWJ,20250407,58.63
EWJ,20250404,58.81
EWJ,20250403,62.54
EWJ,20250402,65.23
EWJ,20250401,65.21
EWJ,20250331,65.56
EWJ,20250328,66.19
EWJ,20250327,67.55
EWJ,20250326,67.65
EWJ,20250325,68.54
EWJ,20250324,68.05
EWJ,20250321,68.20
EWJ,20250320,68.20
EWJ,20250319,68.56
EWJ,20250318,67.78
EWJ,20250317,67.98
EWJ,20250314,67.27
EWJ,20250313,66.23
EWJ,20250312,66.47
EWJ,20250311,65.27
EWJ,20250310,65.67
EWJ,20250307,67.10
EWJ,20250306,66.56
EWJ,20250305,67.08
EWJ,20250304,65.63
EWJ,20250303,66.18
EWJ,20250228,65.47
EWJ,20250227,65.98
EWJ,20250226,66.46
EWJ,20250225,66.43
EWJ,20250224,65.77
EWJ,20250221,66.06
EWJ,20250220,66.66
EWJ,20250219,66.57
EWJ,20250218,67.03
EWJ,20250214,66.33
EWJ,20250213,66.23
EWJ,20250212,65.04
EWJ,20250211,65.73
EWJ,20250210,65.74
EWJ,20250207,65.48
EWJ,20250206,66.36
EWJ,20250205,66.09
EWJ,20250204,65.28
EWJ,20250203,64.70
EWJ,20250131,65.32
EWJ,20250130,66.09
EWJ,20250129,65.12
EWJ,20250128,65.32
EWJ,20250127,64.77
EWJ,20250124,65.48
EWJ,20250123,64.85
EWJ,20250122,64.30
EWJ,20250121,64.38
EWJ,20250117,63.28
